City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Soure,BR,2022-12-30 16:12:54,-0.7167,-48.5233,83.52,70,100,9.95
387,Yumen,CN,2022-12-30 16:12:54,40.2833,97.2,15.75,54,0,16.6
388,Esfahan,IR,2022-12-30 16:12:55,32.6572,51.6776,37.04,49,0,3.2
389,Mokhotlong,LS,2022-12-30 16:12:55,-29.2894,29.0675,60.04,66,63,4.14
390,Kirakira,SB,2022-12-30 16:12:56,-10.4544,161.9205,79.92,84,98,6.02
391,Raalte,NL,2022-12-30 16:12:56,52.3858,6.275,48.42,95,100,26.17
392,Coxim,BR,2022-12-30 16:12:57,-18.5067,-54.76,90.28,48,100,4.54
393,Nalut,LY,2022-12-30 16:12:57,30.3333,10.85,60.55,24,0,4.56
394,Santa Cruz,BO,2022-12-30 16:12:35,-17.8,-63.1667,90.86,46,40,6.91
395,Waspan,NI,2022-12-30 16:12:58,14.7419,-83.9717,79.59,78,63,4.38
396,Kapit,MY,2022-12-30 16:12:58,2.0167,112.9333,71.19,97,100,0.85
397,San Quintin,MX,2022-12-30 16:12:59,30.4833,-115.95,59.4,72,50,6.04
398,Ixtapa,MX,2022-12-30 16:09:53,20.7,-105.2,75.22,64,75,5.75
399,Kaitangata,NZ,2022-12-30 16:12:59,-46.2817,169.8464,45.64,90,57,1.66
400,Kiunga,PG,2022-12-30 16:13:00,-6.1219,141.2906,72.46,97,95,0.27
401,Zelenoborskiy,RU,2022-12-30 16:13:00,66.845,32.3622,18.07,91,100,14.58
402,Plouzane,FR,2022-12-30 16:13:01,48.3833,-4.6167,55.72,94,100,23.02
403,Bud,US,2022-12-30 16:13:01,39.447,-86.1758,55.67,91,100,16.35
404,Srednebelaya,RU,2022-12-30 16:13:02,50.6594,128.0106,3.58,99,88,3.04
405,Tateyama,JP,2022-12-30 16:13:02,34.9833,139.8667,44.1,56,52,11.3
406,Pangnirtung,CA,2022-12-30 16:13:03,66.1451,-65.7125,-21.84,97,88,3.47
407,La Ronge,CA,2022-12-30 16:13:03,55.1001,-105.2842,-5.66,97,75,4.63
408,Port-Cartier,CA,2022-12-30 16:13:04,50.0334,-66.8654,24.75,93,100,4.63
409,Sao Jose Da Coroa Grande,BR,2022-12-30 16:13:04,-8.8978,-35.1478,83.61,63,19,12.19
410,Tamandare,BR,2022-12-30 16:13:05,-8.7597,-35.1047,83.93,63,17,11.92
411,Poshekhonye,RU,2022-12-30 16:13:05,58.4993,39.1353,21.07,95,100,8.34
412,Camacha,PT,2022-12-30 16:13:06,33.0833,-16.3333,67.42,83,20,14.97
413,San Vicente,AR,2022-12-30 16:13:06,-26.6167,-54.1333,90.82,15,0,1.59
414,Saint George,US,2022-12-30 16:12:04,37.1041,-113.5841,39.43,89,100,0.0
415,Carupano,VE,2022-12-30 16:13:07,10.6678,-63.2585,81.59,72,6,12.21
416,Sambava,MG,2022-12-30 16:14:07,-14.2667,50.1667,77.49,78,85,7.47
417,Yacuiba,BO,2022-12-30 16:14:08,-22.038,-63.6797,92.17,38,20,6.91
418,Mehamn,NO,2022-12-30 16:14:09,71.0357,27.8492,22.95,80,99,35.68
419,Mana,GF,2022-12-30 16:14:09,5.6592,-53.7767,80.35,80,24,9.13
420,Arlit,NE,2022-12-30 16:14:10,18.7369,7.3853,77.88,9,0,5.39
421,Kovernino,RU,2022-12-30 16:14:10,57.1253,43.8142,24.58,96,100,9.15
422,Igbo Ora,NG,2022-12-30 16:14:10,7.4333,3.2833,95.29,12,3,3.0
423,Karratha,AU,2022-12-30 16:14:11,-20.7377,116.8463,82.8,71,100,16.33
424,Kaspiyskiy,RU,2022-12-30 16:14:11,45.3929,47.3707,36.23,64,64,8.88
425,Kloulklubed,PW,2022-12-30 16:14:12,7.0419,134.2556,75.7,75,100,10.09
426,Batagay-Alyta,RU,2022-12-30 16:12:24,67.8006,130.4114,-28.28,87,81,5.17
427,Buala,SB,2022-12-30 16:14:12,-8.145,159.5921,79.97,82,100,5.64
428,Mosquera,CO,2022-12-30 16:14:13,4.7059,-74.2302,66.29,52,40,3.44
429,Ahipara,NZ,2022-12-30 16:14:13,-35.1667,173.1667,60.69,91,12,4.97
430,Fuyang,CN,2022-12-30 16:14:14,32.9,115.8167,36.3,44,2,4.41
431,Morgan City,US,2022-12-30 16:14:14,29.6994,-91.2068,69.01,100,100,3.44
432,Trebur,DE,2022-12-30 16:14:15,49.9311,8.4161,50.86,90,100,11.5
433,Manavalakurichi,IN,2022-12-30 16:14:15,8.1333,77.3,77.14,76,65,7.11
434,Alexandria,EG,2022-12-30 16:14:15,31.2156,29.9553,64.26,67,0,6.76
435,Sakakah,SA,2022-12-30 16:14:16,29.9697,40.2064,52.34,56,19,13.2
436,Lufilufi,WS,2022-12-30 16:14:16,-13.8745,-171.5986,76.78,75,68,8.59
437,Ilulissat,GL,2022-12-30 16:14:17,69.2167,-51.1,10.42,72,40,18.41
438,Shingu,JP,2022-12-30 16:14:17,33.7333,135.9833,37.76,77,11,7.27
439,Nouakchott,MR,2022-12-30 16:10:04,18.0858,-15.9785,84.13,45,16,17.96
440,Sitka,US,2022-12-30 16:14:18,57.0531,-135.33,40.89,87,100,5.75
441,Lavrentiya,RU,2022-12-30 16:14:18,65.5833,-171.0,-7.69,85,97,9.44
442,Matara,LK,2022-12-30 16:14:18,5.9485,80.5353,74.88,78,99,9.24
443,Korla,CN,2022-12-30 16:14:19,41.7597,86.1469,21.47,54,100,2.48
444,Maxixe,MZ,2022-12-30 16:14:19,-23.8597,35.3472,79.63,64,100,14.43
445,Sungaipenuh,ID,2022-12-30 16:14:20,-2.0833,101.3833,62.71,93,100,1.86
446,Ngaoundere,CM,2022-12-30 16:14:12,7.3167,13.5833,81.88,19,44,5.59
447,Trinidad,BO,2022-12-30 16:14:20,-14.8333,-64.9,85.98,66,40,4.61
448,Itoman,JP,2022-12-30 16:14:21,26.1247,127.6694,62.62,88,100,18.41
449,Boshnyakovo,RU,2022-12-30 16:14:21,49.6333,142.1667,5.59,88,53,5.55
450,Boyolangu,ID,2022-12-30 16:14:21,-8.1181,111.8935,74.82,90,88,6.22
451,Guarapari,BR,2022-12-30 16:14:22,-20.6667,-40.4975,84.88,72,17,9.24
452,Talara,PE,2022-12-30 16:14:22,-4.5772,-81.2719,84.96,54,0,19.57
453,Alihe,CN,2022-12-30 16:14:23,50.5667,123.7167,-11.29,98,20,3.76
454,Oranjestad,AW,2022-12-30 16:13:38,12.524,-70.027,84.15,70,75,21.85
455,Necochea,AR,2022-12-30 16:14:23,-38.5473,-58.7368,87.08,34,1,9.6
456,Rincon,US,2022-12-30 16:12:28,32.296,-81.2354,66.9,85,75,8.05
457,Rodrigues Alves,BR,2022-12-30 16:14:24,-7.738,-72.6509,84.6,68,98,3.42
458,Collie,AU,2022-12-30 16:14:25,-33.3667,116.15,57.69,96,29,5.75
459,Naze,JP,2022-12-30 16:14:25,28.3667,129.4833,54.36,80,100,15.32
460,Artyom,AZ,2022-12-30 16:14:25,40.4723,50.333,42.94,78,43,11.77
461,Paracuru,BR,2022-12-30 16:14:26,-3.41,-39.0306,82.11,54,27,16.55
462,Jalu,LY,2022-12-30 16:14:26,29.0331,21.5482,61.34,49,60,8.43
463,Birjand,IR,2022-12-30 16:15:27,32.8663,59.2211,40.96,37,0,2.42
464,Lichinga,MZ,2022-12-30 16:15:27,-13.3128,35.2406,64.83,92,80,2.55
465,Wasilla,US,2022-12-30 16:14:00,61.5814,-149.4394,33.3,74,100,4.61
466,Sobolevo,RU,2022-12-30 16:15:28,54.4299,31.8996,34.07,100,100,10.07
467,Kichera,RU,2022-12-30 16:15:28,55.9375,110.0997,-1.97,88,100,4.29
468,Clyde River,CA,2022-12-30 16:15:28,70.4692,-68.5914,-16.37,76,100,3.44
469,Rio Muerto,MX,2022-12-30 16:15:29,27.4167,-110.2333,64.92,50,15,5.59
470,Lorengau,PG,2022-12-30 16:15:29,-2.0226,147.2712,79.03,82,100,6.58
471,Escanaba,US,2022-12-30 16:15:30,45.7453,-87.0646,39.25,93,100,3.0
472,Dzilam Gonzalez,MX,2022-12-30 16:15:31,21.2833,-88.9333,82.31,62,51,8.61
473,Opuwo,NA,2022-12-30 16:15:31,-18.0607,13.84,72.63,71,99,12.73
474,Bagotville,AU,2022-12-30 16:13:17,-28.9833,153.4167,66.85,99,25,5.21
475,Loma Bonita,PA,2022-12-30 16:15:32,8.3833,-80.1667,84.16,66,31,10.45
476,Despotovac,RS,2022-12-30 16:15:32,44.0925,21.4469,49.03,77,76,4.9
477,Dabrowa Tarnowska,PL,2022-12-30 16:15:08,50.1746,20.9863,40.68,86,35,7.05
478,Kargil,IN,2022-12-30 16:15:33,34.5667,76.1,4.21,80,15,5.39
479,Avera,US,2022-12-30 16:15:33,33.194,-82.5271,63.37,78,8,6.82
480,Pangoa,PE,2022-12-30 16:15:34,-12.1167,-73.0,81.7,63,100,4.32
481,Samana,DO,2022-12-30 16:15:34,19.2056,-69.3369,82.62,74,75,4.61
482,Geraldton,AU,2022-12-30 16:15:34,-28.7667,114.6,70.21,73,100,16.11
483,Gagino,RU,2022-12-30 16:15:35,55.2314,45.0339,21.6,97,99,6.49
484,Normandin,CA,2022-12-30 16:15:35,48.8333,-72.5321,35.73,93,100,6.91
485,Mujiayingzi,CN,2022-12-30 16:15:36,42.1167,118.7833,14.2,44,0,7.58
486,Jumla,NP,2022-12-30 16:15:05,29.2747,82.1838,34.03,91,48,3.0
487,Myrtle Beach,US,2022-12-30 16:12:40,33.6891,-78.8867,69.1,75,0,8.05
488,Hun,LY,2022-12-30 16:15:36,29.1268,15.9477,62.44,31,20,5.14
489,Quatre Cocos,MU,2022-12-30 16:15:37,-20.2078,57.7625,78.91,67,41,6.08
490,Karauli,IN,2022-12-30 16:15:37,26.5,77.0167,60.51,49,0,7.61
491,Hailey,US,2022-12-30 16:15:38,43.5196,-114.3153,24.8,84,100,9.22
492,Kargasok,RU,2022-12-30 16:15:38,59.0556,80.8572,-14.94,100,89,3.67
493,Hibbing,US,2022-12-30 16:12:01,47.4272,-92.9377,15.15,79,100,4.61
494,Tevaitoa,PF,2022-12-30 16:15:39,-16.7833,-151.5,80.38,76,79,14.5
495,Borogontsy,RU,2022-12-30 16:12:23,62.6683,131.1683,-21.44,97,100,6.38
496,Usinsk,RU,2022-12-30 16:15:39,65.9939,57.5281,-15.59,98,45,6.71
497,Carberry,CA,2022-12-30 16:15:40,49.8689,-99.3602,-0.17,97,14,6.2
498,Den Helder,NL,2022-12-30 16:15:40,52.9599,4.7593,50.02,94,75,37.0
499,Moerai,PF,2022-12-30 16:15:40,-22.4333,-151.3333,77.09,75,98,10.87
500,Petropavlovsk-Kamchatskiy,RU,2022-12-30 16:15:41,53.0452,158.6483,12.79,73,75,6.71
501,Livingston,GB,2022-12-30 16:12:09,55.9029,-3.5226,45.12,79,40,25.32
502,Groningen,NL,2022-12-30 16:15:42,53.25,6.75,47.16,87,75,21.85
503,Okhotsk,RU,2022-12-30 16:15:42,59.3833,143.3,-2.04,94,97,8.21
504,Wanning,CN,2022-12-30 16:15:43,18.8003,110.3967,59.56,83,54,8.99
505,Uusikaupunki,FI,2022-12-30 16:15:43,60.8004,21.4084,36.46,91,94,13.13
506,Yuryev-Polskiy,RU,2022-12-30 16:16:43,56.5,39.6833,29.25,98,97,7.29
507,Plettenberg Bay,ZA,2022-12-30 16:16:44,-34.0527,23.3716,65.97,67,78,17.76
508,Chapleau,CA,2022-12-30 16:15:50,47.8405,-83.4034,41.09,93,100,11.5
509,Mossendjo,CG,2022-12-30 16:16:44,-2.9506,12.7261,76.77,88,81,3.74
510,Teguldet,RU,2022-12-30 16:16:45,57.3064,88.1667,-2.49,98,100,3.62
511,Courtenay,CA,2022-12-30 16:14:31,49.6866,-124.9936,42.96,88,100,10.42
512,Baker City,US,2022-12-30 16:15:09,44.7749,-117.8344,37.65,90,100,6.91
513,Brookings,US,2022-12-30 16:16:45,44.3114,-96.7984,21.54,93,100,5.75
514,Antigonish,CA,2022-12-30 16:14:50,45.6169,-61.9986,39.15,89,99,8.25
515,Sembe,CG,2022-12-30 16:16:46,1.6481,14.5806,91.0,26,89,0.81
516,Nome,US,2022-12-30 16:16:46,64.5011,-165.4064,10.47,85,0,9.22
517,Rockport,US,2022-12-30 16:16:46,28.0206,-97.0544,64.42,94,20,4.61
518,Puerto Colombia,CO,2022-12-30 16:16:47,10.9878,-74.9547,86.09,72,4,11.63
519,Hofn,IS,2022-12-30 16:16:47,64.2539,-15.2082,15.82,53,0,17.27
520,Egvekinot,RU,2022-12-30 16:16:48,66.3167,-179.1667,-12.68,87,100,10.78
521,Kijang,KR,2022-12-30 16:16:48,35.2442,129.2139,29.93,63,92,6.26
522,Ridgecrest,US,2022-12-30 16:16:48,35.6225,-117.6709,39.06,75,75,0.0
523,Buraydah,SA,2022-12-30 16:15:53,26.326,43.975,55.85,54,100,12.88
524,Kidal,ML,2022-12-30 16:16:49,18.4411,1.4078,75.87,7,100,14.29
525,Vila Velha,BR,2022-12-30 16:16:49,-20.3297,-40.2925,85.95,72,20,17.27
526,Port Keats,AU,2022-12-30 16:16:50,-14.25,129.55,77.72,91,100,16.08
527,Manaus,BR,2022-12-30 16:16:50,-3.1019,-60.025,86.49,66,40,5.75
528,Tautira,PF,2022-12-30 16:16:50,-17.7333,-149.15,79.29,78,42,12.19
529,Rocha,UY,2022-12-30 16:16:51,-34.4833,-54.3333,94.96,16,0,6.51
530,Caravelas,BR,2022-12-30 16:16:51,-17.7125,-39.2481,86.11,52,22,10.18
531,Rock Sound,BS,2022-12-30 16:16:51,24.9,-76.2,77.99,78,79,12.88
532,Bubaque,GW,2022-12-30 16:16:52,11.2833,-15.8333,79.79,62,100,10.89
533,Penarroya-Pueblonuevo,ES,2022-12-30 16:16:52,38.3,-5.2667,56.14,69,100,5.53
534,Hobyo,SO,2022-12-30 16:16:53,5.3505,48.5268,78.91,78,1,18.16
535,Sorong,ID,2022-12-30 16:16:53,-0.8833,131.25,77.56,85,100,6.29
536,Komsomolskiy,UZ,2022-12-30 16:16:54,40.4272,71.7189,30.92,86,100,2.3
537,Bansang,GM,2022-12-30 16:16:54,13.4333,-14.65,89.56,22,95,6.91
538,Nanuque,BR,2022-12-30 16:16:55,-17.8392,-40.3539,85.71,53,78,7.78
539,Mogok,MM,2022-12-30 16:16:55,22.9167,96.5,51.22,77,6,2.08
540,Port Lincoln,AU,2022-12-30 16:15:51,-34.7333,135.8667,59.14,76,0,13.33
541,Tessalit,ML,2022-12-30 16:16:55,20.1986,1.0114,76.91,9,100,13.89
542,Lepe,ES,2022-12-30 16:16:56,37.2548,-7.2043,64.2,67,32,6.93
543,Kudat,MY,2022-12-30 16:16:56,6.8837,116.8477,80.53,83,20,6.91
544,Vestmannaeyjar,IS,2022-12-30 16:16:57,63.4427,-20.2734,18.59,67,0,17.27
545,Yeniseysk,RU,2022-12-30 16:16:57,58.4497,92.1703,-5.69,93,100,8.48
546,Viedma,AR,2022-12-30 16:16:57,-40.8135,-62.9967,82.29,14,52,20.07
547,Las Cruces,US,2022-12-30 16:14:14,32.3123,-106.7783,46.0,89,100,1.01
548,Poronaysk,RU,2022-12-30 16:16:58,49.2167,143.1167,-0.2,95,52,3.94
549,Yomou,GN,2022-12-30 16:16:58,7.5603,-9.2653,93.04,14,85,5.66
550,Taihe,CN,2022-12-30 16:16:59,30.8712,105.3845,48.51,63,100,4.14
551,Touros,BR,2022-12-30 16:16:59,-5.1989,-35.4608,86.05,55,87,16.64
552,Sarakhs,IR,2022-12-30 16:17:00,36.5449,61.1577,42.94,75,75,9.22
553,Northam,GB,2022-12-30 16:17:00,51.0333,-4.2167,51.39,94,100,19.93
554,Strezhevoy,RU,2022-12-30 16:17:00,60.7333,77.5889,-18.2,100,92,4.14
555,Raymond Terrace,AU,2022-12-30 16:15:52,-32.75,151.75,70.95,94,16,4.61
556,Bereda,ES,2022-12-30 16:18:01,43.2686,-7.5406,60.15,96,100,12.93
557,Abapo,BO,2022-12-30 16:18:01,-18.8333,-63.4667,88.27,24,99,7.36
558,Teshie,GH,2022-12-30 16:18:02,5.5836,-0.1072,85.24,57,32,11.83
559,Upata,VE,2022-12-30 16:18:02,8.0086,-62.3989,83.19,60,90,6.06
560,Astaneh-Ye Ashrafiyeh,IR,2022-12-30 16:18:03,37.2596,49.9444,49.93,84,57,2.33
561,Nazarovo,RU,2022-12-30 16:18:03,56.0064,90.3914,-9.27,100,92,3.2
562,Namatanai,PG,2022-12-30 16:18:05,-3.6667,152.4333,78.96,81,100,4.61
563,Barra,BR,2022-12-30 16:18:05,-11.0894,-43.1417,85.64,51,50,5.84
564,Nybro,SE,2022-12-30 16:18:06,56.7446,15.9071,40.01,89,96,9.17
565,Comodoro Rivadavia,AR,2022-12-30 16:18:06,-45.8667,-67.5,69.66,23,0,16.11
566,Ancud,CL,2022-12-30 16:18:07,-41.8697,-73.8203,59.74,72,41,8.97
567,Quchan,IR,2022-12-30 16:18:07,37.106,58.5095,32.2,68,0,4.23
568,Clyde,US,2022-12-30 16:18:07,41.3042,-82.9752,58.64,69,99,18.48
569,Kuandian,CN,2022-12-30 16:18:08,40.7286,124.7847,8.78,89,5,2.17
570,Shar,KZ,2022-12-30 16:18:08,49.5886,81.0453,20.89,92,100,7.2
571,Abu Dhabi,AE,2022-12-30 16:18:08,24.4667,54.3667,71.71,68,0,4.61
572,Kyzyl-Oktyabr,KG,2022-12-30 16:18:09,42.769,75.7313,23.88,76,90,4.61
573,Antalaha,MG,2022-12-30 16:17:16,-14.9003,50.2788,75.52,86,41,7.31
574,Gwadar,PK,2022-12-30 16:18:09,25.1216,62.3254,69.46,38,3,12.21
575,Hualmay,PE,2022-12-30 16:18:10,-11.0964,-77.6139,73.65,75,100,12.41
576,Sol-Iletsk,RU,2022-12-30 16:18:10,51.1631,54.9918,18.16,97,98,4.83
577,Sao Sebastiao,BR,2022-12-30 16:18:11,-23.76,-45.4097,74.19,89,100,3.36
578,Grootfontein,NA,2022-12-30 16:18:11,-19.5667,18.1167,62.73,84,100,6.67
